FacilityName,LicenseNumber,Status,IssueDate,StatusEffectivedate,LastRenewalDate,zipcode,City
CARESITE PHARMACY,PP413841L,Active,1986-10-07,2001-06-18,2019-07-16,18711,WILKES-BARRE
CARESITE PHARMACY,PP415757L,Active,2001-02-26,2001-06-18,2019-07-16,16870,PORT MATILDA
CARESITE PHARMACY,PP481517,Active,2005-12-08,2005-12-08,2019-07-16,17901,POTTSVILLE
CARESITE PHARMACY,PP481333,Active,2004-02-20,2004-02-20,2019-07-16,18344,MOUNT POCONO
CARESITE PHARMACY,PP414036L,Active,1983-10-27,2018-06-28,2019-07-16,17044-1171,LEWISTOWN
CARESITE PHARMACY,PP414038L,Active,1984-10-01,2001-06-18,2019-07-16,17004,BELLEVILLE
CARESITE PHARMACY,PP481195,Active,2002-10-16,2002-10-16,2019-07-16,17044,LEWISTOWN
CARESITE SPECIALTY RX,PP481700,Active,2007-02-08,2015-12-22,2019-07-16,18765,WILKES BARRE
CARIBBEAN PHARMACY,PP482280,Active,2012-06-08,2012-06-08,2019-07-22,19140,PHILADELPHIA
CARING PHARMACY,PP481408,Active,2005-01-28,2005-01-28,2019-07-25,19125,PHILADELPHIA
CARLS DRUG STORE INC,PP410348L,Active,1977-07-11,2001-06-18,2019-07-16,17225,GREENCASTLE
CARRICK PHARMACY,PP482505,Active,2014-09-18,2014-09-18,2019-07-20,15227,PITTSBURGH
CASTOR PHARMACY & SURGICAL SUPPLIES,PP482130,Active,2011-04-28,2011-04-28,2019-08-06,19149,PHILADELPHIA
CATALENT PHARMACY SERVICES (PHL),PP482896,Active,2019-06-03,2019-06-03,,19114,PHILADELPHIA
CEDAR CARE PHARMACY,PP482857,Active,2019-03-01,2019-03-01,2019-08-06,18103,ALLENTOWN
CENTENNIAL PHARMACY - BRIDESBURG,PP481764,Active,2007-11-01,2007-11-01,2019-08-01,19137,PHILADELPHIA
CENTENNIAL PHARMACY - SOUTH PHILLY,PP481967,Active,2009-10-29,2009-10-29,2019-08-01,19148,PHILADELPHIA
CENTENNIAL PHARMACY SERVICES,PP482836,Active,2018-12-07,2018-12-07,2019-08-01,19125,PHILADELPHIA
CENTER PHARMACY OF ERIE AVENUE INC,PP410568L,Active,1977-08-23,2001-06-18,2019-07-16,19140,PHILADELPHIA
CENTERVILLE CLINICS INC,PP418334L,Active,1980-01-21,2001-06-18,2019-08-12,15333,FREDERICKTOWN
"CENTRAL ADMIXTURE PHARMACY SERVICES, INC.",PP482289,Active,2012-06-29,2012-06-29,2019-07-17,18106,ALLENTOWN
"CENTRAL ADMIXTURE PHARMACY SERVICES, INC.",PP482151,Active,2011-07-11,2011-07-11,2019-07-31,16066,CRANBERRY TOWNSHIP
"CENTRAL ADMIXTURE PHARMACY SERVICES, INC. PHILADELPHIA",PP414952L,Active,1994-11-21,2001-06-18,2019-07-16,19044,HORSHAM
CENTRAL AVENUE PHARMACY,PP482761,Active,2017-11-08,2017-11-08,2019-08-05,19012,CHELTENHAM
CHAMBERS' APOTHECARY,PP413320L,Active,1977-07-11,2013-04-10,2019-07-16,17201,CHAMBERSBURG
CHAMBERSBURG HOSPITAL PHARMACY,HP418031L,Active,1977-07-25,2001-06-18,2019-07-24,17201,CHAMBERSBURG
CHARLIE'S PHARMACY,PP482634,Active,2016-04-05,2016-04-05,2019-07-16,19056,LEVITTOWN
"CHARTWELL PENNSYLVANIA, LP",PP414351L,Active,1990-08-27,2001-06-18,2019-07-23,165012134,ERIE
"CHARTWELL PENNSYLVANIA, LP",PP414840L,Active,1994-01-25,2001-06-18,2019-07-26,16602,ALTOONA
"CHARTWELL PENNSYLVANIA, LP",PP414443L,Active,1991-06-10,2019-03-14,2019-07-26,15071,OAKDALE
CHEMISTRY RX,PP482353,Active,2013-03-14,2013-03-14,2019-07-31,19107,PHILADELPHIA
CHESTER COMMUNITY PHARMACY INC,PP482835,Active,2018-12-04,2018-12-04,2019-07-19,19013,CHESTER
CHESTER COUNTY HEM - ONC - OAKLANDS,PP482209,Active,2011-12-16,2011-12-16,2019-07-16,19341,EXTON
CHESTER COUNTY HEM ONC - KENNETT,PP482097,Active,2011-05-13,2011-11-18,2019-07-16,19348,KENNETT SQUARE
CHESTER COUNTY HEM ONC - WEST CHESTER,PP482095,Active,2010-12-17,2018-06-26,2019-07-31,19380,WEST CHESTER
CHESTER DISCOUNT PHARMACY,PP482742,Active,2017-08-01,2017-08-01,2019-08-05,19013,CHESTER
CHESTNUT HILL HOSPITAL PHARMACY,HP418036L,Active,1977-11-07,2001-06-18,2019-07-16,19118,PHILADELPHIA
CHESTNUT RIDGE PHARMACY LLC,PP481172,Active,2002-09-27,2002-09-27,2019-08-05,15539,FISHERTOWN
CHICORA DRUG,PP410827L,Active,1977-07-07,2003-08-29,2019-08-09,16025,CHICORA
CHILDRENS HOSPITAL OF PGH PHARMACY,HP418038L,Active,1977-07-19,2009-09-25,2019-07-24,15224,PITTSBURGH
CHILDRENS HOSPITAL OF PHILADELPHIA PHARMACY,HP418037L,Active,1977-07-14,2001-06-18,2019-07-17,19104,PHILADELPHIA
CHOICE CRITICAL CARE INC,PP414600L,Active,1992-05-06,2001-06-18,2019-07-24,17344,MC SHERRYSTOWN
CHOICE FAMILY PHARMACY,PP415367L,Active,1998-01-30,2001-06-18,2019-07-24,17344,MCSHERRYSTOWN
CHRISTIAN STREET PHARMACY INC,PP412075L,Active,1977-08-04,2019-09-03,2019-09-03,19146,PHILADELPHIA
CIGNA HOME DELIVERY PHARMACY,PP482549,Active,2015-04-28,2015-04-28,2019-08-08,15275,PITTSBURGH
CIGNA HOME DELIVERY PHARMACY,PP415582L,Active,1999-10-18,2001-06-18,2019-07-22,19044,HORSHAM
CIRCLE PHARMACY,PP482000,Active,2010-02-19,2010-02-19,2019-07-30,19152,PHILADELPHIA
CITIMED PHARMACY,PP482401,Active,2013-08-01,2013-08-01,2019-08-02,19150,PHILADELPHIA
CITY DRUGS OF CURWENSVILLE,PP410937L,Active,1977-07-06,2001-06-18,2019-08-01,16833,CURWENSVILLE
CITY OF PHILA DEPT OF PUBLIC HEALTH CENTER #1,PP481593,Active,2006-10-26,2013-09-03,2019-07-26,19146,PHILADELPHIA
CLARION HOSPITAL PHARMACY,HP418299L,Active,1977-07-19,2001-06-18,2019-07-16,16214,CLARION
CLARION PHARMACY,PP482334,Active,2012-12-20,2012-12-20,2019-07-29,162143876,CLARION
CLARION PSYCHIATRIC CENTER PHARMACY,PP482086,Active,2010-11-16,2010-11-16,2019-08-27,16214,CLARION
CLARKS SUMMIT STATE HOSPITAL PHARMACY,PP481817,Active,2008-09-16,2008-09-16,2019-07-26,18411,CLARKS SUMMIT
CLEARFIELD PHARMACY,PP413006L,Active,1977-07-19,2001-06-18,2019-07-16,16830,CLEARFIELD
CLINIC PHARMACY,PP413232L,Active,1977-08-08,2001-06-18,2019-08-06,18840,SAYRE
CLINICA PHARMACY,PP482827,Active,2018-11-02,2018-11-02,2019-08-07,19138,PHILADELPHIA
COATESVILLE COMMUNITY PHARMACY INC,PP482831,Active,2018-11-21,2018-11-21,2019-07-22,19320,COATESVILLE
COCHRANTON COMMUNITY PHARMACY,PP482697,Active,2016-12-16,2016-12-16,2019-07-19,16314,COCHRANTON
COLLEGEVILLE CANCER CENTER PHARMACY,PP482541,Active,2015-03-06,2015-03-06,2019-07-16,19426,COLLEGEVILLE
COLLEGEVILLE PHARMACY INC,PP482904,Active,2019-07-19,2019-07-19,,19426,COLLEGEVILLE
COLONIAL FAMILY PHARMACY,PP482093,Active,2010-11-04,2010-11-04,2019-07-31,16506,ERIE
COLONIAL PHARMACY,PP410445L,Active,1977-07-14,2001-06-18,2019-07-23,16055,SARVER
COMMUNITY CARE RX,PP482487,Active,2014-05-29,2019-02-27,2019-07-19,19152,PHILADELPHIA
COMMUNITY CARE RX LTC,PP482773,Active,2018-02-16,2019-02-27,2019-07-19,19152,PHILADELPHIA
COMMUNITY DRUGS CO,PP414546L,Active,1992-01-15,2015-12-15,2019-07-16,16346,SENECA
COMMUNITY HEALTH NET PHARMACY,PP481962,Active,2010-06-25,2010-06-25,2019-07-18,16501,ERIE
COMMUNITY MEDICAL CENTER PHARMACY,HP418045L,Active,1977-07-08,2001-06-18,2019-07-31,18510,SCRANTON
COMMUNITY PHARMACY,PP410763L,Active,1977-09-06,2001-06-18,2019-07-21,16686,TYRONE
COMMUNITY RX PHARMACY,PP482432,Active,2013-10-22,2013-10-22,2019-08-23,19082,UPPER DARBY
"COMMUNITY, A WALGREENS PHARMACY",PP482830,Active,2018-11-19,2018-11-19,2019-08-06,18101-1511,ALLENTOWN
"COMMUNITY, A WALGREENS PHARMACY",PP415317L,Active,1997-09-17,2001-06-18,2019-07-22,19107,PHILADELPHIA
"COMMUNITY, A WALGREENS PHARMACY #11595",PP412777L,Active,1977-07-13,2001-06-18,2019-07-22,19107,PHILADELPHIA
CONCEPT PHARMACY SERVICES LLC,PP415613L,Active,2000-01-28,2001-06-18,2019-07-31,17921,ASHLAND
CONEMAUGH MEMORIAL MEDICAL CENTER,HP418046L,Active,1977-08-15,2001-06-18,2019-07-16,15905,JOHNSTOWN
CONEMAUGH MINERS MEDICAL CENTER,HP418241L,Active,1977-07-15,2001-06-18,2019-08-06,166460490,HASTINGS
CONNECTED HEALTH PHARMACY,PP482571,Active,2015-08-06,2015-08-06,2019-07-20,15090,WEXFORD
CONTRACT PHARMACY SERVICES,PP481213,Active,2003-02-04,2003-02-04,2019-08-13,18976,WARRINGTON
CONTRACT PHARMACY SERVICES,PP481679,Active,2007-01-24,2007-01-24,2019-08-08,19035,GLADWYNE
CONTRACT PHARMACY SERVICES - PPH,PP482698,Active,2016-12-22,2016-12-22,2019-08-08,19111,PHILADELPHIA
CONTRACT PHARMACY SERVICES INC,PP416054L,Active,1982-06-24,2001-06-18,2019-08-14,18976,WARRINGTON
CONYNGHAM PHARMACY,PP410469L,Active,1977-07-11,2001-06-18,2019-08-19,18219,CONYNGHAM
COOKES PHARMACY,PP411514L,Active,1977-07-06,2001-06-18,2019-07-22,16947,TROY
COOKS PHARMACY,PP410958L,Active,1977-07-21,2001-06-18,2019-07-16,18708,SHAVERTOWN
COOKS PHARMACY,PP410471L,Active,1977-07-13,2001-06-18,2019-07-23,18704,KINGSTON
COORDINATED CARE NETWORK PHARMACY,PP481123,Active,2002-04-03,2011-04-11,2019-07-24,15235,PITTSBURGH
COORDINATED CARE NETWORK PHARMACY,PP482878,Active,2019-04-05,2019-04-05,2019-07-24,17101,HARRISBURG
COORDINATED CARE NETWORK PHARMACY,PP482532,Active,2014-12-18,2014-12-18,2019-07-23,19107,PHILADELPHIA
COORDINATED CARE NETWORK PHARMACY,PP481725,Active,2007-05-21,2007-05-21,2019-07-24,15235,PITTSBURGH
"CORAM ALTERNATE SITE SERVICES, INC. DBA CORAM CVS/SPECIALTY INFUSION SERVICES",PP412548L,Active,1981-07-28,2001-09-06,2019-07-22,19355,MALVERN
CORAM CVS/SPECIALTY INFUSION SERVICES,PP411589L,Active,1984-11-19,2001-06-18,2019-07-24,16066,CRANBERRY TOWNSHIP
CORNERSTONE PHARMACY,PP481223,Active,2003-03-13,2004-10-07,2019-07-16,19090,WILLOW GROVE
CORRY MEMORIAL HOSPITAL PHARMACY,HP418296L,Active,1977-07-15,2012-10-10,2019-08-08,16407,CORRY
CORUS PHARMACY,PP481732,Active,2007-06-25,2007-06-25,2019-08-14,19026,DREXEL HILL
COSTCO PHARMACY,PP415139L,Active,1996-05-09,2001-06-18,2019-08-15,17601,LANCASTER
COSTCO PHARMACY,PP415506L,Active,1999-07-01,2001-06-18,2019-08-15,19454,NORTH WALES
COSTCO PHARMACY #1081,PP482168,Active,2011-08-05,2011-08-05,2019-08-15,19464,POTTSTOWN
COSTCO PHARMACY #1103,PP482217,Active,2011-10-13,2011-10-13,2019-08-15,18974,WARMINSTER
COSTCO PHARMACY #1114,PP482327,Active,2012-10-26,2012-10-26,2019-08-15,19342,GLEN MILLS
COSTCO PHARMACY #1211,PP482687,Active,2016-11-03,2016-11-03,2019-08-15,18106,ALLENTOWN
COSTCO PHARMACY #649,PP481693,Active,2007-02-20,2007-02-20,2019-08-15,15120,WEST HOMESTEAD
COSTCO PHARMACY 245,PP415329L,Active,1997-10-01,2001-06-18,2019-08-15,19406,KING OF PRUSSIA
COSTCO PHARMACY 327,PP415798L,Active,2001-08-16,2001-08-16,2019-08-15,17112,HARRISBURG
COSTCO PHARMACY 328,PP481099,Active,2001-11-27,2001-11-27,2019-08-15,16066,CRANBERRY TWP
COSTCO PHARMACY 332,PP481156,Active,2002-06-26,2002-06-26,2019-08-15,15205,PITTSBURGH
COTTMAN 1 PHARMACY,PP482001,Active,2010-02-04,2019-05-01,2019-07-22,19111,PHILADELPHIA
COUNTY LINE PHARMACY,PP481317,Active,2003-12-09,2003-12-09,2019-08-06,19040,HATBORO
CRESTWOOD PHARMACY,PP410503L,Active,1977-09-12,2001-06-18,2019-07-24,18707,MOUNTAINTOP
CRONES DRUG STORE,PP410497L,Active,1977-07-19,2001-06-18,2019-08-05,16365,WARREN
CROWN DRUGS,PP410509L,Active,1977-07-20,2001-07-02,2019-07-19,19135,PHILADELPHIA
CROZER CHESTER MEDICAL CENTER PHARMACY,HP418048L,Active,1977-08-31,2001-06-18,2019-08-05,19013,UPLAND
CUMBERLAND APOTHECARY,PP412785L,Active,1982-01-20,2001-06-18,2019-07-31,17011,CAMP HILL
CURAHEALTH HERITAGE VALLEY,HP418387,Active,2002-11-20,2002-11-20,2019-08-15,15009,BEAVER
CURAHEALTH PITTSBURGH,HP417105L,Active,1996-02-07,2001-06-18,2019-08-05,15071,OAKDALE
CURE DISCOUNT PHARMACY,PP482340,Active,2013-02-07,2013-02-07,2019-08-05,19132,PHILADELPHIA
CURTIS PHARMACY,PP410513L,Active,1977-07-27,2001-06-18,2019-07-22,15323,CLAYSVILLE
CURTIS PHARMACY,PP481704,Active,2007-04-17,2019-01-07,2019-07-22,15301,WASHINGTON
CUSTOM CARE PHARMACY,PP482213,Active,2011-12-01,2011-12-01,2019-07-18,17847,MILTON
CUSTOM CARE PHARMACY,PP482343,Active,2013-01-18,2018-05-29,2019-07-18,17801,SUNBURY
CUSTOM CARE PHARMACY,PP482875,Active,2019-04-01,2019-04-01,2019-07-22,17821,DANVILLE
CUSTOM CARE PHARMACY SERVICES,PP482756,Active,2017-10-19,2017-10-19,2019-07-22,17847,MILTON
CUSTOM PRESCRIPTIONS INC,PP481047,Active,2001-09-10,2001-09-10,2019-08-02,19460,PHOENIXVILLE
"CUSTOM PRESCRIPTIONS OF LANCASTER, LLC",PP481682,Active,2007-05-24,2007-05-24,2019-07-16,17602,LANCASTER
CVS CAREMARK,PP481166,Active,2002-08-15,2019-05-07,2019-08-08,18706,WILKES BARRE
CVS CAREMARK #1638,PP413722L,Active,1985-10-08,2001-06-18,2019-07-23,15238,PITTSBURGH
CVS PHARMACY # 10090,PP482332,Active,2012-11-14,2012-11-14,2019-07-31,19146,PHILADELPHIA
CVS PHARMACY # 1805,PP482186,Active,2011-09-22,2011-09-22,2019-07-23,19320,COATESVILLE
CVS PHARMACY # 3062,PP482171,Active,2011-07-08,2011-07-08,2019-07-26,18330,EFFORT
CVS PHARMACY #0342,PP482184,Active,2011-09-12,2011-09-12,2019-07-16,183462320,POCONO SUMMIT
CVS PHARMACY #10045,PP482412,Active,2013-08-22,2013-08-22,2019-07-31,19606,READING
CVS PHARMACY #10694,PP482776,Active,2018-02-26,2018-02-26,2019-08-02,19341,EXTON
CVS PHARMACY #10896,PP482769,Active,2018-01-29,2018-01-30,2019-08-02,19087,WAYNE
CVS PHARMACY #1650,PP411846L,Active,1977-08-17,2005-06-29,2019-07-19,17033,HERSHEY
CVS PHARMACY #1663,PP413063L,Active,1977-07-20,2001-06-18,2019-07-19,17557,NEW HOLLAND
CVS PHARMACY #1669,PP412252L,Active,1980-08-25,2018-05-31,2019-07-19,17602,LANCASTER
CVS PHARMACY #17732,PP482809,Active,2018-08-10,2018-08-10,2019-08-07,19123,PHILADELPHIA
CVS PHARMACY #2040,PP415133L,Active,1996-02-12,2001-06-18,2019-07-23,18929,JAMISON
CVS PHARMACY #2589,PP482164,Active,2011-07-14,2011-07-14,2019-07-25,16046,MARS
CVS PHARMACY #2688,PP481153,Active,2002-06-05,2002-06-05,2019-07-25,19426,COLLEGEVILLE
CVS PHARMACY #276,PP481926,Active,2009-06-04,2009-06-04,2019-08-02,19382,WEST CHESTER
CVS PHARMACY #3598,PP482315,Active,2012-09-05,2012-09-05,2019-07-29,19335,DOWNINGTOWN
CVS PHARMACY #5064,PP481872,Active,2008-11-04,2008-11-04,2019-07-30,19355,FRAZER
CVS PHARMACY #5090,PP482167,Active,2011-07-22,2011-07-22,2019-07-30,17604,LANCASTER
CVS PHARMACY #5459,PP411531L,Active,1977-07-26,2001-06-18,2019-07-30,16801,STATE COLLEGE
CVS PHARMACY #6790,PP481362,Active,2004-07-08,2004-07-08,2019-07-31,18505,SCRANTON
CVS PHARMACY #6902,PP481358,Active,2004-07-22,2004-07-22,2019-07-31,19010,BRYN MAWR
CVS PHARMACY #948,PP414076L,Active,1988-08-19,2001-08-13,2019-07-17,19380,WEST CHESTER
CVS PHARMACY 0740,PP411437L,Active,1985-05-14,2001-06-18,2019-07-17,19116,PHILADELPHIA
CVS PHARMACY 10061,PP482311,Active,2012-08-13,2012-08-13,2019-07-31,19002,AMBLER
CVS PHARMACY 1036,PP414031L,Active,1988-04-05,2001-06-18,2019-07-18,18018,BETHLEHEM
CVS PHARMACY 1046,PP414145L,Active,1989-02-01,2001-06-18,2019-07-18,19018,SECANE
CVS PHARMACY 1048,PP414075L,Active,1988-08-19,2015-12-08,2019-07-18,19465,POTTSTOWN
CVS PHARMACY 1064,PP415002L,Active,1995-03-07,2001-06-18,2019-07-18,19103,PHILADELPHIA
CVS PHARMACY 1074,PP414635L,Active,1992-08-07,2001-06-18,2019-07-18,193481801,KENNETT SQUARE
CVS PHARMACY 1091,PP411332L,Active,1977-07-11,2013-01-14,2019-07-18,18840,SAYRE
CVS PHARMACY 1093,PP414117L,Active,1988-11-28,2013-08-01,2019-07-18,18036,COOPERSBURG
CVS PHARMACY 1159,PP414462L,Active,1991-07-08,2001-06-18,2019-07-18,19380,WEST CHESTER
CVS PHARMACY 1178,PP414379L,Active,1990-11-06,2001-06-18,2019-07-18,18049,EMMAUS
CVS PHARMACY 1191,PP415283L,Active,1997-04-30,2018-11-02,2019-07-18,19044,HORSHAM
CVS PHARMACY 1193,PP414349L,Active,1990-08-22,2014-01-10,2019-07-18,19046,JENKINTOWN
CVS PHARMACY 1196,PP414452L,Active,1991-06-05,2001-06-18,2019-07-18,19118,PHILADELPHIA
CVS PHARMACY 1207,PP414528L,Active,1991-11-01,2001-06-18,2019-07-18,19047,LANGHORNE
CVS PHARMACY 1237,PP414553L,Active,1992-01-21,2001-06-18,2019-07-18,19083,HAVERTOWN
CVS PHARMACY 1270,PP412000L,Active,1977-07-20,2001-06-18,2019-07-18,18326,CRESCO
CVS PHARMACY 1281,PP413353L,Active,1977-07-11,2001-06-18,2019-07-18,19020,BENSALEM
CVS PHARMACY 1282,PP414688L,Active,1992-11-16,2001-06-18,2019-07-18,19003,ARDMORE
CVS PHARMACY 1296,PP413792L,Active,1986-05-06,2015-11-16,2019-07-18,19026,DREXEL HILL
CVS PHARMACY 1301,PP411989L,Active,1977-07-20,2001-06-18,2019-07-18,19530,KUTZTOWN
CVS PHARMACY 1304,PP412025L,Active,1977-07-20,2001-06-18,2019-08-07,18103,ALLENTOWN
CVS PHARMACY 1305,PP412027L,Active,1977-07-20,2013-01-16,2019-07-18,18045,EASTON
CVS PHARMACY 1307,PP412012L,Active,1977-07-20,2001-06-18,2019-07-18,19464,POTTSTOWN
CVS PHARMACY 1309,PP411979L,Active,1977-07-20,2001-06-18,2019-07-18,18301,E STROUDSBURG
CVS PHARMACY 1310,PP411990L,Active,1977-07-20,2001-06-18,2019-07-18,19512,BOYERTOWN
CVS PHARMACY 1311,PP413477L,Active,1977-07-20,2001-06-18,2019-07-18,18017,BETHLEHEM
CVS PHARMACY 1312,PP413561L,Active,1977-07-20,2001-06-18,2019-07-18,18360,STROUDSBURG
CVS PHARMACY 1315,PP413344L,Active,1977-07-20,2017-01-26,2019-07-18,18951,QUAKERTOWN
CVS PHARMACY 1319,PP413843L,Active,1986-10-17,2001-06-18,2019-07-18,19555,SHOEMAKERSVILLE
CVS PHARMACY 1320,PP414193L,Active,1989-07-06,2001-06-18,2019-07-18,18322,BRODHEADSVILLE
CVS PHARMACY 1321,PP411826L,Active,1977-08-17,2001-06-18,2019-07-18,19605,READING
CVS PHARMACY 1323,PP413600L,Active,1977-07-20,2010-10-12,2019-07-18,17901,POTTSVILLE
CVS PHARMACY 1324,PP410687L,Active,1977-07-20,2016-05-20,2019-07-18,17901,POTTSVILLE
CVS PHARMACY 1325,PP414156L,Active,1989-02-22,2001-06-18,2019-07-18,18240,NESQUEHONING
CVS PHARMACY 147,PP415037L,Active,1995-06-22,2001-06-18,2019-07-16,19083,HAVERTOWN
CVS PHARMACY 1572,PP411974L,Active,1977-07-20,2016-11-03,2019-07-18,18202,HAZLE TOWNSHIP
CVS PHARMACY 1575,PP411985L,Active,1977-07-20,2001-06-18,2019-07-18,17857,NORTHUMBERLND
CVS PHARMACY 1577,PP412004L,Active,1977-07-20,2001-06-18,2019-07-18,17870,SELINSGROVE
CVS PHARMACY 1582,PP411994L,Active,1977-07-20,2016-01-28,2019-07-18,17821,DANVILLE
CVS PHARMACY 1583,PP412018L,Active,1977-07-20,2011-10-07,2019-08-07,18655,SHICKSHINNY
CVS PHARMACY 1584,PP412020L,Active,1977-07-20,2001-06-18,2019-07-19,18634,NANTICOKE
CVS PHARMACY 1585,PP411996L,Active,1977-07-20,2001-06-18,2019-07-19,18651,PLYMOUTH
CVS PHARMACY 1587,PP411986L,Active,1977-07-20,2013-10-28,2019-07-19,18431,HONESDALE
CVS PHARMACY 1588,PP412006L,Active,1977-07-20,2001-06-18,2019-07-19,18644,WYOMING
CVS PHARMACY 1590,PP411973L,Active,1977-07-20,2001-06-18,2019-07-19,17815,BLOOMSBURG
CVS PHARMACY 1591,PP412022L,Active,1977-07-20,2004-10-07,2019-07-19,18701,WILKES BARRE
CVS PHARMACY 1592,PP411972L,Active,1977-07-20,2001-06-18,2019-07-19,17801,SUNBURY
CVS PHARMACY 1593,PP411991L,Active,1977-07-20,2001-06-18,2019-07-19,18509,SCRANTON
CVS PHARMACY 1594,PP413064L,Active,1977-07-20,2001-06-18,2019-07-19,18612,DALLAS
CVS PHARMACY 1596,PP410780L,Active,1978-03-27,2001-06-18,2019-07-19,17844,MIFFLINBURG
CVS PHARMACY 1597,PP413388L,Active,1977-07-20,2014-11-17,2019-07-19,18411,CLARKS SUMMIT
CVS PHARMACY 1598,PP411331L,Active,1977-07-20,2013-09-24,2019-07-19,17701,WILLIAMSPORT
CVS PHARMACY 1599,PP413465L,Active,1977-07-20,2015-10-13,2019-07-19,18603,BERWICK
CVS PHARMACY 1600,PP411981L,Active,1977-07-20,2001-06-18,2019-07-19,18407,CARBONDALE
CVS PHARMACY 1604,PP414745L,Active,1993-06-03,2015-06-08,2019-07-19,17837,LEWISBURG
CVS PHARMACY 1605,PP413825L,Active,1986-08-01,2001-06-18,2019-07-19,17820,CATAWISSA
CVS PHARMACY 1606,PP413971L,Active,1987-10-08,2001-06-18,2019-07-19,17847,MILTON
CVS PHARMACY 1607,PP411601L,Active,1978-12-04,2001-06-18,2019-07-19,178511851,MOUNT CARMEL
CVS PHARMACY 1608,PP413781L,Active,1986-03-17,2001-06-18,2019-07-19,17777,WATSONTOWN
CVS PHARMACY 1610,PP410857L,Active,1978-07-05,2013-05-28,2019-07-19,17756,MUNCY
CVS PHARMACY 1611,PP411651L,Active,1979-01-22,2001-06-18,2019-07-19,18505,SCRANTON
CVS PHARMACY 1612,PP412101L,Active,1980-03-21,2001-06-18,2019-07-19,18512,DUNMORE
CVS PHARMACY 1613,PP413467L,Active,1977-07-20,2001-06-18,2019-07-19,17702,SOUTH WILLIAMSPORT
CVS PHARMACY 1614,PP413796L,Active,1986-05-14,2016-01-28,2019-07-19,18706,WILKES BARRE
CVS PHARMACY 1615,PP413820L,Active,1986-07-28,2001-06-18,2019-07-19,18519,DICKSON CITY
CVS PHARMACY 1616,PP413871L,Active,1986-12-04,2001-06-18,2019-07-19,18643,EXETER
CVS PHARMACY 1617,PP414021L,Active,1988-03-08,2014-02-24,2019-07-19,18657,TUNKHANNOCK
CVS PHARMACY 1622,PP412024L,Active,1977-07-20,2001-06-18,2019-07-19,17043,LEMOYNE
CVS PHARMACY 1624,PP412005L,Active,1977-07-20,2018-06-06,2019-07-19,17112,HARRISBURG
CVS PHARMACY 1625,PP412008L,Active,1977-07-20,2001-06-18,2019-07-19,17057,MIDDLETOWN
CVS PHARMACY 1626,PP412011L,Active,1977-07-20,2001-06-18,2019-07-19,17055,MECHANICSBURG
CVS PHARMACY 1627,PP412014L,Active,1977-07-20,2001-06-18,2019-07-19,17013,CARLISLE
CVS PHARMACY 1630,PP412219L,Active,1984-09-12,2001-06-18,2019-07-19,17011,CAMP HILL
CVS PHARMACY 1631,PP413511L,Active,1977-07-20,2001-06-18,2019-07-19,17042,LEBANON
CVS PHARMACY 1636,PP410453L,Active,1977-07-20,2001-06-18,2019-07-19,17055,MECHANICSBURG
CVS PHARMACY 1637,PP410458L,Active,1977-07-20,2001-06-18,2019-07-19,17061,MILLERSBURG
CVS PHARMACY 1639,PP410976L,Active,1979-03-23,2001-06-18,2019-07-19,17050,MECHANICSBURG
CVS PHARMACY 1640,PP411695L,Active,1979-06-18,2001-06-18,2019-07-19,17023,ELIZABETHVILLE
CVS PHARMACY 1641,PP412709L,Active,1981-10-20,2001-06-18,2019-07-19,17110,HARRISBURG
CVS PHARMACY 1642,PP413288L,Active,1983-04-07,2001-06-18,2019-07-19,17268,WAYNESBORO
CVS PHARMACY 1646,PP411829L,Active,1977-08-17,2001-06-18,2019-07-19,17013,CARLISLE
CVS PHARMACY 1649,PP411845L,Active,1977-08-17,2001-06-18,2019-07-19,17201,CHAMBERSBURG
CVS PHARMACY 1653,PP412002L,Active,1977-07-20,2001-06-18,2019-07-19,17331,HANOVER
CVS PHARMACY 1654,PP412026L,Active,1977-07-20,2014-06-17,2019-07-19,17404,YORK
CVS PHARMACY 1657,PP411835L,Active,1977-08-17,2001-06-18,2019-07-19,17403,YORK
CVS PHARMACY 1662,PP411978L,Active,1977-07-20,2001-06-18,2019-07-19,17602,LANCASTER
CVS PHARMACY 1665,PP413487L,Active,1977-07-20,2001-08-31,2019-07-19,17545,MANHEIM
CVS PHARMACY 1667,PP410771L,Active,1978-02-02,2001-09-07,2019-07-19,17543,LITITZ
CVS PHARMACY 1668,PP412834L,Active,1982-04-16,2013-09-13,2019-07-19,17601,LANCASTER
CVS PHARMACY 1670,PP412013L,Active,1977-07-20,2001-06-18,2019-07-19,17512,COLUMBIA
CVS PHARMACY 1671,PP412003L,Active,1977-07-20,2001-06-18,2019-07-22,17601,LANCASTER
CVS PHARMACY 1672,PP412122L,Active,1984-08-17,2001-06-18,2019-07-22,17022,ELIZABETHTOWN
CVS PHARMACY 1675,PP411841L,Active,1977-08-17,2001-06-18,2019-07-22,17603,LANCASTER
CVS PHARMACY 1677,PP412015L,Active,1977-07-20,2016-12-05,2019-07-22,17044,LEWISTOWN
CVS PHARMACY 1679,PP413849L,Active,1986-10-27,2001-06-18,2019-07-22,16933,MANSFIELD
CVS PHARMACY 1680,PP410829L,Active,1977-07-20,2017-07-26,2019-07-22,16214,CLARION
